filename,timestamp,bbox_id,mean_color,max_color,min_color,std_color,color_gradient
20232910040_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.7a169a99c9cc3988cb72e634498ab944,2023-10-18 00:40:00,0,157.00865800865802,247.0,15.0,56.073602013673096,17.361231361231347
20232910040_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.7a169a99c9cc3988cb72e634498ab944,2023-10-18 00:40:00,1,132.35876623376623,212.0,1.0,33.9311208496593,17.716450216450227
20232910040_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.7a169a99c9cc3988cb72e634498ab944,2023-10-18 00:40:00,2,165.5439814814815,245.0,17.0,52.5768653433522,43.77469135802468
20232910050_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f22fe141e4a573bcdb34f55dcc1222c5,2023-10-18 00:50:00,0,156.13253228120516,243.0,5.0,54.32480934238826,15.066714490674315
20232910050_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f22fe141e4a573bcdb34f55dcc1222c5,2023-10-18 00:50:00,1,133.9375,198.0,2.0,33.3812124854199,16.667748917748924
20232910050_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f22fe141e4a573bcdb34f55dcc1222c5,2023-10-18 00:50:00,2,169.59469696969697,242.0,1.0,50.92875913696901,44.29797979797979
20232910050_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f22fe141e4a573bcdb34f55dcc1222c5,2023-10-18 00:50:00,3,125.09722222222223,190.0,4.0,37.63411562599309,26.44814814814815
20232910100_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.be30b3cbe0db5b821c3aadfa5179d2dd,2023-10-18 01:00:00,0,155.0001742160279,253.0,4.0,52.17125211271028,17.76887340301974
20232910100_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.be30b3cbe0db5b821c3aadfa5179d2dd,2023-10-18 01:00:00,1,131.2348484848485,204.0,1.0,36.25886722237431,22.26868686868687
20232910100_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.be30b3cbe0db5b821c3aadfa5179d2dd,2023-10-18 01:00:00,2,161.99791666666667,242.0,23.0,53.15294359042017,49.769444444444446
20232910110_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.36549bf1dc934bc1b9cf4edc1a2136bd,2023-10-18 01:10:00,0,154.425,249.0,11.0,51.593463214137614,17.94476190476192
20232910110_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.36549bf1dc934bc1b9cf4edc1a2136bd,2023-10-18 01:10:00,1,131.53372434017595,204.0,8.0,35.75096586969496,21.622678396871947
20232910110_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.36549bf1dc934bc1b9cf4edc1a2136bd,2023-10-18 01:10:00,2,124.63301282051282,192.0,17.0,38.384294997581684,34.56623931623933
20232910110_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.36549bf1dc934bc1b9cf4edc1a2136bd,2023-10-18 01:10:00,3,169.45454545454547,243.0,11.0,50.64304128756481,44.26936026936025
20232910120_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.223a2f4a4886f2da5a1f7ecef2614465,2023-10-18 01:20:00,0,163.41021867115222,241.0,4.0,47.524546938237414,1.5590131763386808
20232910120_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.223a2f4a4886f2da5a1f7ecef2614465,2023-10-18 01:20:00,1,162.515625,244.0,14.0,53.07969406963497,45.95694444444442
